Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keterangan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak,License_Duration_Years,License_Status
Lasolo,Konawe Utara,Nikel Waturambaha 1,2791000000,Nikel,Ni,Logam Besi dan Paduan Besi,Waturambaha 1,Sulawesi Tenggara,Operasi Produksi,11634070,154733131,"Kadar Ni 1,5% s.d. 2,1%","PT Pernick Sultra, Laporan RKAB Tahun 2020",1609,122.3032,-3.3628,IUP,Kecamatan Langgikima,539.0,2031-08-23,2011-08-23,63282844.0,112148.0,34898963.0,1126938,1502,1365,90.88,22,49,95.11,70.02,33.7,9211,267842,104371,69437,534773,976423,CAPEX,1.37,0.06,1,Tidak,316515804,16004,PT Vale Indonesia,FOB Motorship,20.013698630136986,Active
Tanggetada,Kolaka,Nikel Sopura 1,1946000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sopura 1,Sulawesi Tenggara,Operasi Produksi,899650,1133559,"Kadar Ni > 1,4% s.d. 2,1%","PT Pernick Sultra, Laporan RKAB Tahun 2020",1478,121.531,-4.297,IUP,Tanggetada,108.0,2030-04-12,2010-04-12,15465641.0,61379.0,4783957.0,1721030,4333,4420,102.01,21,65,91.73,74.25,7.3,21815,310857,114400,55203,639142,1119602,CAPEX,1.21,0.12,0,Tidak,305683241,15835,PT Vale Indonesia,CIF,20.013698630136986,Active
Lasolo,Konawe Utara,Nikel Tapu Boedingin,2814000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapu Boedingin,Sulawesi Tenggara,Operasi Produksi,4500,55125,"Blok A, kadar Ni 1,5% dan 1,75%","PT Primastian Metal Pratama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1632,122.37,-3.457,IUP,Kec. Lasolo,102.0,2031-12-23,2018-03-02,61446172.0,1334369.0,46459399.0,981823,1745,1813,103.9,29,40,91.38,87.89,49.2,5522,256908,74766,32292,472255,836221,CAPEX,0.98,0.16,2,Tidak,301747252,15966,PT IMIP,FOB Motorship,13.819178082191781,Active
Lasusua,Kolaka Utara,Nikel Pitulua 1,2548000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pitulua 1,Sulawesi Tenggara,Operasi Produksi,15125000,16410625,-,"PT Putra Dermawan Pratama, Laporan RKAB Tahun 2019",1570,120.954,-3.623,IUP,"Desa Sulaho, Kec. Lasusua, Kab. Kolaka Utara, Sulawesi Tenggara",100.0,2026-06-04,2011-07-04,24282603.0,129615.0,45933546.0,750459,4429,4499,101.58,23,35,91.89,82.93,26.1,8780,324372,111040,34535,726360,1196307,CAPEX,0.77,0.37,1,Tidak,270267778,15594,PT GNI,Spot Contract,14.92876712328767,Active
Lasolo,Konawe Utara,Nikel Tapunggaya 6,2863000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 6,Sulawesi Tenggara,Operasi Produksi,13610280,16547020840,"Kadar Ni 1,38 % - 1,73 %","PT Putra Intisultra Perkasa (70/DPMPTSP/II/2019), Persetujuan RKAB Tahun 2021",1660,122.37,-3.457,IUP,Kec. Lasolo,261.0,2031-12-23,2011-12-23,61446172.0,1334369.0,46459399.0,1001437,4786,4809,100.48,18,38,91.98,73.44,45.4,14983,289053,113158,57389,404899,864499,CAPEX,1.41,0.09,2,Tidak,306204818,15538,PT IWIP,CIF,20.013698630136986,Active
Lasolo,Konawe Utara,Nikel Tapunggaya 5,2813000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 5,Sulawesi Tenggara,Operasi Produksi,253080233,318881093580,"Kadar rata-rata Ni 1,85%","PT Putra Kendari Sejahtera, Laporan RKAB Tahun 2022",1631,122.363,-3.3867,IUP,Kec. Langgikima,218.0,2031-07-27,2011-07-27,67712589.0,2263718.0,38739235.0,534068,1937,1987,102.58,29,52,90.65,87.81,26.4,5061,322067,127664,51182,427010,927923,OPEX,1.06,0.08,0,Tidak,318524743,15798,PT Vale Indonesia,Spot Contract,20.013698630136986,Active
Pomalaa,Kolaka,Nikel Pesouha,2163000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pesouha,Sulawesi Tenggara,Operasi Produksi,24535600,24044888,"Blok Utara dan Blok Selatan dengan kadar Ni 1,3% dan 1,4%Kadar","PT Putra Mekongga Sejahtera, Laporan RKAB Tahun 2022",1512,121.6348,-4.218,IUP,Kecamatan Pomalaa,388.0,2027-05-21,2017-05-22,6274055.0,317527.0,4980748.0,659213,3178,2879,90.59,12,44,86.71,79.4,7.7,22023,231024,102204,30419,603534,967181,CAPEX,2.43,0.02,0,Tidak,346534378,15945,PT GNI,FOB Motorship,10.002739726027396,Active
Porehu,Kolaka Utara,Nikel Larui,1387000000,Nikel,Ni,Logam Besi dan Paduan Besi,Larui,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Ranaspri Ayanori, 2013",1406,121.153,-2.902,IUP,"Desa Lawaki Jaya, Kecamatan Tolala",1050.0,2027-12-05,2012-12-05,24412793.0,590464.0,19801427.0,635071,1907,1774,93.03,29,52,86.63,79.52,42.0,22215,324709,131051,76505,604897,1137162,CAPEX,0.6,0.44,1,Tidak,304897806,15920,PT Vale Indonesia,CIF,15.008219178082191,Active
Molawe,Konawe Utara,Nikel Boenaga,1942000000,Nikel,Ni,Logam Besi dan Paduan Besi,Boenaga,Sulawesi Tenggara,Operasi Produksi,6517990,82126674,-,"PT Rizki Sinar Biokas, Laporan RKAB Tahun 2020",1474,122.368,-3.418,IUP,Molawe,220.0,2032-02-14,2017-01-05,65538863.0,1914992.0,42225501.0,1657328,3725,3422,91.87,13,36,97.38,88.71,34.2,15370,384948,72160,66516,517953,1041577,OPEX,0.94,0.35,1,Tidak,343883652,15790,PT GNI,FOB Motorship,15.117808219178082,Active
Molawe,Konawe Utara,Nikel Blok I dan Blok II Tapunggaya,2561000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wawalalindu,Sulawesi Tenggara,Operasi Produksi,0,0,"3 blok, kadar Ni 1,5% s.d. 1,6%","PT Rizqi Biokas Pratama, Laporan RKAB Tahun 2020",1583,122.1918,-3.5948,IUP,Molawe,251.0,2032-02-28,2019-01-29,59868969.0,15574.0,42463572.0,1583539,5203,5076,97.56,15,46,91.27,71.19,40.2,10421,227015,121170,55120,503422,906727,OPEX,0.88,0.02,2,Tidak,344452966,15786,PT Vale Indonesia,FOB Motorship,13.09041095890411,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 11),2166000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 11),Sulawesi Tenggara,Operasi Produksi,6867151,8467558235,Limonit-Saprolit,"PT Rohul Energi Indonesia, Laporan RKAB Tahun 2020",1516,121.9669,-5.1454,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716825.0,1735667.0,27899134.0,1545156,1731,1751,101.16,26,49,97.39,74.3,24.3,6078,265488,54584,79349,427924,827345,CAPEX,1.45,0.01,2,Tidak,302255298,15835,PT IMIP,Spot Contract,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 2),2846000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 2),Sulawesi Tenggara,Operasi Produksi,108625315,14325706112,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1643,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716711.0,1720174.0,27887219.0,1192815,3030,3013,99.44,24,50,87.13,81.72,33.7,16997,338708,60279,78556,665169,1142712,CAPEX,1.35,0.28,2,Tidak,293927206,15977,PT Vale Indonesia,Spot Contract,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 7),2847000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 7),Sulawesi Tenggara,Operasi Produksi,11738470,13094960042,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1644,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716711.0,1720174.0,27887219.0,1575587,5389,5538,102.76,29,54,92.21,73.91,43.5,15291,323480,136472,78697,551610,1090259,CAPEX,1.68,0.14,0,Tidak,264270337,15962,PT IWIP,CIF,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok AB),2848000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok AB),Sulawesi Tenggara,Operasi Produksi,345002,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1645,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716711.0,1720174.0,27887219.0,741907,2633,2431,92.33,24,62,87.7,83.59,33.4,19959,334950,97502,42941,447470,922863,OPEX,2.39,0.3,0,Tidak,276851364,15560,PT Vale Indonesia,Spot Contract,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 12),2849000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 12),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1646,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716711.0,1720174.0,27887219.0,1850932,1942,1962,101.03,22,51,88.29,74.28,20.6,16653,311912,112084,74044,559935,1057975,CAPEX,0.86,0.22,2,Tidak,337909343,15827,PT GNI,FOB Motorship,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 15),2850000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 15),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1647,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716711.0,1720174.0,27887219.0,1251567,3403,3161,92.89,16,64,85.39,71.98,34.8,6694,336517,110340,55227,774820,1276904,CAPEX,1.79,0.46,1,Tidak,263828700,15709,PT Aneka Tambang,CIF,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok B1),2851000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok B1),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1648,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716711.0,1720174.0,27887219.0,1907077,3484,3277,94.06,10,53,86.55,74.14,35.2,6557,321877,119486,66301,504494,1012158,OPEX,0.26,0.14,2,Tidak,289705804,15939,PT IMIP,Spot Contract,12.432876712328767,Active
Molawe,Konawe Utara,Nikel Waturambaha,2168000000,Nikel,Ni,Logam Besi dan Paduan Besi,Waturambaha,Sulawesi Tenggara,Operasi Produksi,50601750,6198714375,Blok 1-7,"PT Roshini Indonesia, Laporan RKAB Tahun 2018",1518,122.35,-3.387,IUP,"Kec. Lasolo, Konawe Utara",109.0,2029-07-17,2019-07-18,67287641.0,2711409.0,38413773.0,728468,4117,4144,100.66,12,44,96.92,78.45,48.2,20397,214814,74556,72976,757891,1120237,CAPEX,0.8,0.34,1,Tidak,319863356,15778,PT Aneka Tambang,FOB Motorship,10.005479452054795,Active
Palangga,Konawe Selatan,Nikel Ululakara,1416000000,Nikel,Ni,Logam Besi dan Paduan Besi,Ululakara,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1%, dan 1,5% s.d. 1,7%","PT Sambas Minerals Mining, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1425,122.338,-4.399,IUP,"Desa Watudempa, Kec. Palngga Selatan, Kab. Konawe Selatan",1008.0,2030-02-15,2020-02-15,14210354.0,468021.0,6601051.0,1245995,2686,2812,104.69,15,43,89.18,73.52,21.7,7339,350256,67826,38166,503497,959745,CAPEX,1.27,0.03,0,Tidak,274062193,16045,PT GNI,FOB Motorship,10.008219178082191,Active
Palangga Selatan,Konawe Selatan,Nikel Parasi,2563000000,Nikel,Ni,Logam Besi dan Paduan Besi,Parasi,Sulawesi Tenggara,Operasi Produksi,220900000,262871,"Blok A, B dan C dengan kadar Ni 1,32% - 1,7%","PT Sentratama Karya Cemerlang (SK Bupati Konawe Selatan Nomor 540/1172 Tahun 2014), Laporan RKAB Tahun 2021",1585,122.404,-4.371,IUP,"Desa Wawowonua dan sekitarnya, Kec. Palangga Selatan, Kab. Konawe Selatan",1226.0,2028-07-28,2018-07-28,1023369.0,271343.0,10742617.0,1544480,5318,5274,99.17,10,46,92.91,72.69,24.1,23708,289367,54255,52412,474389,870423,OPEX,0.27,0.48,1,Tidak,347410961,15737,PT IMIP,Spot Contract,10.008219178082191,Active
Palangga,Konawe Selatan,Nikel Kiaea,2815000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kiaea,Sulawesi Tenggara,Operasi Produksi,10000000,12600,"Blok A, B dan C dengan kadar Ni 1,32% s.d. 1,7%","PT Sentratama Karya Cemerlang, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1633,122.404,-4.3708,IUP,"Desa Wawowonua dan sekitarnya, Kec. Palangga Selatan, Kab. Konawe Selatan",1226.0,2028-07-28,2018-07-28,10251824.0,291679.0,10761905.0,1243438,3536,3211,90.81,20,55,91.05,87.21,41.5,6224,210290,136476,36444,504256,887466,CAPEX,1.62,0.49,2,Tidak,314948410,15873,PT IWIP,CIF,10.008219178082191,Active
Molawe,Konawe Utara,Nikel Blok Helipad Waturambaha (B30),2169000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Helipad Waturambaha (B30),Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1,53%, 1,7%, 1,75% dan 1,71%","PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1519,122.3366,-3.3682,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,64857378.0,186123.0,3606147.0,1169234,2574,2555,99.26,25,43,90.21,76.41,27.8,19295,281807,72359,43974,529306,927446,OPEX,1.76,0.37,1,Tidak,252834377,15559,PT GNI,CIF,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok A Waturambaha,2170000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok A Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1520,122.337,-3.3723,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65303778.0,616925.0,36514434.0,749321,5337,4837,90.63,29,66,91.91,77.22,38.1,24479,287035,107516,50675,448243,893469,OPEX,1.92,0.23,0,Tidak,274717218,16012,PT IMIP,Spot Contract,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok B Waturambaha,2171000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok B Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1521,122.3371,-3.3752,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65613658.0,922246.0,36830776.0,1071531,5191,5360,103.26,19,51,87.43,71.11,25.7,13265,217342,95489,72773,635053,1020657,CAPEX,1.39,0.11,0,Tidak,324044535,15584,PT Aneka Tambang,CIF,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok C Waturambaha,2172000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok C Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1522,122.3297,-3.372,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65038588.0,640342.0,36326503.0,858149,3446,3468,100.64,27,65,97.85,77.15,14.7,5190,399217,66235,73133,533379,1071964,OPEX,1.59,0.41,2,Tidak,336319154,15708,PT Vale Indonesia,CIF,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok D Waturambaha,2173000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok D Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1523,122.3301,-3.3754,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65411856.0,1003527.0,36704316.0,952268,1501,1390,92.6,29,58,95.64,75.3,38.5,22410,244473,91393,49494,687224,1072584,OPEX,1.11,0.37,2,Tidak,342693036,15960,PT Vale Indonesia,CIF,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok E Waturambaha,2174000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok E Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1524,122.3375,-3.3796,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66092037.0,1404605.0,37316379.0,1525550,3847,3515,91.37,27,46,94.64,82.21,10.9,7933,266131,58320,46459,596395,967305,OPEX,0.29,0.11,2,Tidak,335117008,16032,PT GNI,Spot Contract,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok F Waturambaha,2175000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok F Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1525,122.3378,-3.3821,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66366252.0,1681892.0,3759393.0,1445423,3676,3410,92.76,19,42,91.09,74.11,13.9,15076,288192,67666,56536,577062,989456,CAPEX,0.43,0.23,0,Tidak,257478153,15766,PT GNI,CIF,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok G Waturambaha,2176000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok G Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1526,122.3379,-3.3845,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66623491.0,1944377.0,37856257.0,1410794,2007,2101,104.68,16,61,86.99,87.77,33.2,24675,366501,63969,75593,588397,1094460,CAPEX,1.71,0.23,1,Tidak,322968707,15766,PT IMIP,CIF,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok H Waturambaha,2177000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok H Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1527,122.3378,-3.3867,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66853215.0,2182311.0,3809258.0,1042718,3999,3874,96.87,29,46,96.97,88.59,38.6,19640,348581,132441,78826,462516,1022364,CAPEX,2.49,0.41,2,Tidak,261017004,15526,PT GNI,FOB Motorship,20.013698630136986,Active
Pondidaha,Konawe,Nikel Amonggedo,1940000000,Nikel,Ni,Logam Besi dan Paduan Besi,Amonggedo,Sulawesi Tenggara,Operasi Produksi,74131240,77837802,"Data Blok Amogedo dan Blok Ponodaha disatukan, CoG Ni >1,4% Fe <18%","PT ST. Nickel Resources, Laporan RKAB Tahun 2020",1472,122.268,-3.919,IUP,"Kec. Besulutu, Amongggedo",1818.0,2029-10-27,2014-07-16,35013716.0,759447.0,16844427.0,1939538,4847,4932,101.75,14,43,89.44,72.0,45.3,4972,354192,106741,41338,685152,1187423,OPEX,0.24,0.34,1,Tidak,257655102,16038,PT Vale Indonesia,CIF,15.293150684931506,Active
Pondidaha,Konawe,Nikel Ponidaha,1941000000,Nikel,Ni,Logam Besi dan Paduan Besi,Ponidaha,Sulawesi Tenggara,Operasi Produksi,78834860,82776603,"Data Blok Amogedo dan Blok Ponodaha disatukan, CoG Ni >1,4% Fe <18%","PT ST. Nickel Resources, Laporan RKAB Tahun 2020",1473,122.272,-3.916,IUP,"Kec. Besulutu, Amongggedo",1818.0,2029-10-27,2014-07-16,34633048.0,1229589.0,16371623.0,631474,1834,1826,99.56,18,67,85.65,72.15,17.3,21230,247412,142568,39324,441660,870964,CAPEX,1.48,0.32,1,Tidak,319195709,15509,PT IWIP,FOB Motorship,15.293150684931506,Active
Langgikima,Konawe Utara,Nikel Lamonae 5,1412000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 5,Sulawesi Tenggara,Operasi Produksi,75810000,8968323,-,"PT Stargate Pasific Resources, 2015",1422,122.27,-3.341,IUP,Langgikima,12132.0,2029-12-21,2017-08-03,60121423.0,188032.0,32299823.0,1013886,4365,4303,98.58,11,51,89.45,72.31,10.0,7386,369086,93598,65338,688611,1216633,OPEX,1.93,0.32,1,Tidak,297816563,15514,PT Vale Indonesia,FOB Motorship,12.391780821917807,Active
Langgikima,Konawe Utara,Nikel Blok Lameluru-Molore-Tobimeta,2556000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Lameluru-Molore-Tobimeta,Sulawesi Tenggara,Operasi Produksi,0,2943516,"3 blok, kadar Ni 1,52% s.d. 1,71%","PT Stargate Pasific Resources, Laporan RKAB Tahun 2022",1578,122.2706,-3.3404,IUP,"Kec. Langgikima, Konawe Utara",4611.0,2031-02-01,2011-02-01,60069383.0,23142.0,32233407.0,677008,1975,1820,92.15,25,36,95.33,82.39,48.0,19736,365949,70134,45070,799906,1281059,OPEX,2.1,0.14,0,Tidak,314796337,15760,PT Vale Indonesia,FOB Motorship,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Boedingin,2178000000,Nikel,Ni,Logam Besi dan Paduan Besi,Boedingin,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Sujud Bumi Berkah, Laporan Studi Kelauakan Tahun 2011",1528,122.338,-3.407,IUP,Kec. Lasolo,168.0,2031-02-16,2012-02-16,67919116.0,489718.0,40300261.0,1008415,4470,4657,104.18,22,52,93.1,72.44,11.9,17040,292771,110858,39988,705599,1149216,OPEX,1.45,0.19,0,Tidak,335148492,15501,PT Vale Indonesia,FOB Motorship,19.013698630136986,Active
Routa,Konawe,Nikel Prospek Bravo Romeo 1,2843000000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Bravo Romeo 1,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1640,121.806,-2.9849,IUP,Kecamatan Routa,21100.0,2037-09-14,2019-11-18,44433313.0,7877574.0,35144725.0,1942846,3118,2947,94.52,11,51,94.76,87.05,13.9,10044,309159,142957,31553,582140,1065809,CAPEX,1.63,0.02,2,Tidak,256882741,15590,PT IMIP,Spot Contract,17.835616438356166,Active
Routa,Konawe,Nikel Prospek Bravo Romeo 2 dan 3,2844000000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Bravo Romeo 2 dan 3,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1641,121.806,-2.9849,IUP,Kecamatan Routa,21100.0,2037-09-14,2019-11-18,44433313.0,7877574.0,35144725.0,1049395,1426,1407,98.67,14,65,95.32,85.09,18.1,12895,207428,103259,50160,525790,886637,CAPEX,1.8,0.39,0,Tidak,302753069,15845,PT Vale Indonesia,FOB Motorship,17.835616438356166,Active
Routa,Konawe,Nikel Prospek Delta Sierra,2845000000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Delta Sierra,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1642,121.806,-2.9849,IUP,Kecamatan Routa,21100.0,2037-09-14,2019-11-18,44433313.0,7877574.0,35144725.0,1862871,5361,5388,100.5,21,59,87.76,86.4,28.8,6474,352084,51786,49591,749012,1202473,OPEX,2.18,0.22,0,Tidak,333442275,15887,PT Vale Indonesia,FOB Motorship,17.835616438356166,Active
Pondidaha,Konawe,Nikel Blok SK 1 Pondidaha,2530000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok SK 1 Pondidaha,Sulawesi Tenggara,Operasi Produksi,10399500,127393875,"Kadar Ni 1,5% s.d. 1,8%","PT Sulemandara Konawe, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1552,122.27,-3.91,IUP,"Desa Pondidaha, Kec. Pondidaha",100.0,2028-03-25,2008-05-25,34974765.0,1085238.0,16551877.0,1242598,2080,2075,99.76,20,41,97.01,80.52,44.7,24722,392184,80362,58152,502876,1033574,CAPEX,0.48,0.22,1,Tidak,294029286,15663,PT Vale Indonesia,CIF,19.846575342465755,Active
Molawe,Konawe Utara,Nikel Tapunggaya 3,2794000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 3,Sulawesi Tenggara,Operasi Produksi,31666410,31033081800,"Blok I dan Blok II, kadar Ni 1,4% s.d. 2%","PT Sumber Bumi Putra, Laporan RKAB Tahun 2020",1612,122.1775,-3.5238,IUP,Sulawesi Tenggara,21821.0,2032-03-10,2024-11-19,66628291.0,475064.0,49838453.0,1549560,3843,4001,104.11,26,40,90.69,89.93,39.2,9005,294511,142496,40009,592950,1069966,CAPEX,2.33,0.12,2,Tidak,302342384,15937,PT Aneka Tambang,CIF,7.30958904109589,Active
Kabaena Selatan,Bombana,Nikel Batuawu,2568000000,Nikel,Ni,Logam Besi dan Paduan Besi,Batuawu,Sulawesi Tenggara,Operasi Produksi,21153870,236923344,"Kadar Ni 1,4% dan 1,6%","PT Tambang Bumi Sulawesi, Laporan RKAB Tahun 2020",1590,121.8783,-5.3521,IUP,"Kecamatan Kabaena Selatan, Kabupaten Bombana",1533.0,2032-12-29,2022-12-12,13579458.0,1418696.0,52084537.0,1186126,2144,1977,92.21,15,56,93.31,70.88,36.9,10482,308100,101834,65718,708349,1184001,OPEX,0.26,0.1,1,Tidak,299785344,15834,PT GNI,CIF,10.054794520547945,Active
